
1747 // (23,71) 
4A7F // (74,127) 

5D26 // (93,38) 
3F02 // (63,2) 
3F64 // (63,100) 
341E // (52,30) 

4741 // (71,65) 
0D49 // (13,73) 

103B // (16,59) 
530D // (83,13) 
363F // (54,63) 
2354 // (35,84) 

3D21 // (61,33) 
2026 // (32,38) 
6A7C // (106,124) 

056B // (5,107) 
4336 // (67,54) 
2514 // (37,20) 
4733 // (71,51) 
0225 // (2,37) 
6F75 // (111,117) 
2C26 // (44,38) 
7C08 // (124,8) 

6556 // (101,86) 
2B42 // (43,66) 
522D // (82,45) 
5F13 // (95,19) 
006B // (0,107) 
1F26 // (31,38) 

